date,description,elev_status,posted,time,traincount,type,weather
09/21/2016,No delays reported.,"There are three elevators out of service at this time:  19th St. Oakland Street Elevator,   Daly City SF Airport/Millbrae Platform Elevator and  Pittsburg/Bay Point Street Elevator.  Thank you. ",,08:00:00 AM PDT,59,,Clouds
09/21/2016,No delays reported.,"There are four elevators out of service at this time:  Balboa Park Station Elevator,   Daly City SF Airport/Millbrae Platform Elevator,   Powell Platform Elevator and  Pittsburg/Bay Point Street Elevator.  Thank you. ",,17:29:00 PM PDT,57,,Clear
09/22/2016,No delays reported.,"There are three elevators out of service at this time:  Ashby Street Elevator,   Daly City SF Airport/Millbrae Platform Elevator and  Pittsburg/Bay Point Street Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Clear
09/23/2016,No delays reported.,There is one elevator out of service at this time:  Daly City SF Airport/Millbrae Platform Elevator.  Thank you. ,,08:00:00 AM PDT,57,,Clouds
09/24/2016,No delays reported.,There are three elevators out of service at this time:  Coliseum Walkway Elevator and  Daly City Both Tunnel Elevators.  Thank you. ,,08:00:00 AM PDT,26,,Clear
09/24/2016,BART is recovering from an earlier problem. There is a 10-minute delay in the East Bay direction due to police activity. ,There are no elevators out of service at this time.  Thank you. ,Sat Sep 24 2016 05:20 PM PDT,17:29:00 PM PDT,37,DELAY,Clear
09/25/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,08:00:00 AM PDT,12,,Clear
09/25/2016,No delays reported.,There are two elevators out of service at this time:  Daly City Both Tunnel Elevators.  Thank you. ,,17:29:00 PM PDT,24,,Clear
09/26/2016,No delays reported.,There are two elevators out of service at this time:  Coliseum Walkway Elevator and  12th St. Oakland Platform Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Clear
09/27/2016,There is a 10-minute delay at North Concord/Martinez in the SFO and Millbrae directions due to an equipment problem on a train. ,"There are four elevators out of service at this time:  Fruitvale Fremont/Dublin Platform Elevator,   El Cerrito del Norte Richmond Platform Elevator,   12th St. Oakland Platform Elevator and  Lake Merritt Platform Elevator.  Thank you. ",Mon Sep 26 2016 06:22 PM PDT,08:00:00 AM PDT,59,DELAY,Clear
09/27/2016,No delays reported.,"There are three elevators out of service at this time:  Fruitvale Fremont/Dublin Platform Elevator,   San Leandro S.F./Richmond Platform Elevator and  El Cerrito del Norte Richmond Platform Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Clear
09/28/2016,No delays reported.,"There are five elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   Fruitvale Fremont/Dublin Platform Elevator,   San Leandro S.F./Richmond Platform Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Montgomery Platform Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Clear
09/29/2016,No delays reported.,"There are four elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   Fruitvale Fremont/Dublin Platform Elevator,   San Leandro S.F./Richmond Platform Elevator and  El Cerrito del Norte Richmond Platform Elevator.  Thank you. ",,17:30:00 PM PDT,57,,Clear
09/30/2016,No delays reported.,"There are five elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   Fruitvale Fremont/Dublin Platform Elevator,   San Leandro S.F./Richmond Platform Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Powell Street Elevator.  Thank you. ",,08:01:00 AM PDT,57,,Clouds
09/30/2016,No delays reported.,"There are five elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   Fruitvale Fremont/Dublin Platform Elevator,   San Leandro S.F./Richmond Platform Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Powell Street Elevator.  Thank you. ",,17:31:00 PM PDT,59,,Clear
10/01/2016,No delays reported.,"There are four elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   West Oakland East Bay Platform Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Powell Street Elevator.  Thank you. ",,08:00:00 AM PDT,26,,Clear
10/01/2016,No delays reported.,"There are three elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   San Leandro S.F./Richmond Platform Elevator and  El Cerrito del Norte Richmond Platform Elevator.  Thank you. ",,17:30:00 PM PDT,39,,Clear
10/02/2016,No delays reported.,"There are three elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Powell Street Elevator.  Thank you. ",,08:00:00 AM PDT,12,,Clear
10/02/2016,No delays reported.,"There are three elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   El Cerrito del Norte Richmond Platform Elevator and  19th St. Oakland Street Elevator.  Thank you. ",,17:30:00 PM PDT,26,,Clouds
10/03/2016,No delays reported.,There are two elevators out of service at this time:  Pittsburg/Bay Point Street Elevator and  El Cerrito del Norte Richmond Platform Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Clouds
10/03/2016,No delays reported.,"There are six elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   Dublin/Pleasanton Station Elevator,   Embarcadero Platform Elevator,   San Leandro S.F./Richmond Platform Elevator,   El Cerrito del Norte Richmond Platform Elevator and  El Cerrito del Norte S.F./Fremont Platform Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Rain
10/04/2016,No delays reported.,"There are four elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   San Leandro S.F./Richmond Platform Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Balboa Park Station Elevator.  Thank you. ",,08:00:00 AM PDT,60,,Rain
10/04/2016,No delays reported.,There are two elevators out of service at this time:  El Cerrito del Norte Richmond Platform Elevator and  Glen Park Station Elevator.  Thank you. ,,17:29:00 PM PDT,59,,Clear
10/05/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito del Norte Richmond Platform Elevator,   Glen Park Station Elevator and  Civic Center Street Elevator.  Thank you. ",,07:59:00 AM PDT,59,,Clear
10/05/2016,No delays reported.,"There are three elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Glen Park Station Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Clear
10/14/2016,"There is a 10-minute delay on the Richmond Line in the Fremont, Richmond and Millbrae directions due to an equipment problem on the track. ","There are three elevators out of service at this time:  24th St. Mission Street Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Pittsburg/Bay Point Street Elevator.  Thank you. ",Fri Oct 14 2016 07:54 AM PDT,08:00:00 AM PDT,59,DELAY,Rain
10/17/2016,BART is recovering from an earlier problem. There is a 10-minute delay on the Pittsburg/Bay Point Line in the San Francisco direction due to an equipment problem on a train. ,There is one elevator out of service at this time:  Powell Street Elevator.  Thank you. ,Mon Oct 17 2016 07:51 AM PDT,08:00:00 AM PDT,59,DELAY,Clouds
10/20/2016,"There is a major delay in Downtown Oakland in the Fremont, Richmond, SFO, Millbrae and Daly City directions due to an equipment problem on the track. ","There are nine elevators out of service at this time:  Fruitvale S.F./Richmond Platform Elevator,   Powell Street Elevator,   24th St. Mission Platform Elevator,   24th St. Mission Street Elevator,   El Cerrito del Norte Richmond Platform Elevator,   Ashby Street Elevator,   Powell Platform Elevator,   Pittsburg/Bay Point Street Elevator and  Montgomery Street Elevator.  Thank you. ",Thu Oct 20 2016 07:59 AM PDT,08:00:00 AM PDT,57,DELAY,Clear
10/25/2016,BART is recovering from an earlier problem. There is a 10-minute delay at Embarcadero in the SFO direction due to police activity. ,"There are five elevators out of service at this time:  West Oakland SF/Millbrae Platform Elevator,   24th St. Mission Platform Elevator,   24th St. Mission Street Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Powell Platform Elevator.  Thank you. ",Tue Oct 25 2016 07:50 AM PDT,08:00:00 AM PDT,59,DELAY,Rain
11/03/2016,There is a 10-minute delay at Daly City in the East Bay direction due to switching issues. ,"There are five elevators out of service at this time:  San Francisco Airport Platform #1 to Airtrain Elevator,   24th St. Mission Platform Elevator,   Powell Platform Elevator,   24th St. Mission Street Elevator and  South San Francisco Platform Elevator.  Thank you. ",Thu Nov 03 2016 06:10 AM PDT,08:01:00 AM PDT,58,DELAY,Fog
11/14/2016,There is a 10-minute delay on the Daly City Line in the East Bay direction due to an equipment problem on the track. ,"There are three elevators out of service at this time:  Montgomery Street Elevator,   16th St. Mission Street Elevator and  El Cerrito del Norte S.F./Fremont Platform Elevator.  Thank you. ",Mon Nov 14 2016 05:13 PM PST,17:30:00 PM PST,60,DELAY,Haze
11/18/2016,"BART is recovering from an earlier problem. There is a 10-minute delay at Balboa Park in the SFO, Millbrae, Daly City and East Bay directions due to an earlier equipment problem on the track. ","There are three elevators out of service at this time:  Pittsburg/Bay Point Platform Elevator,   Montgomery Street Elevator and  El Cerrito del Norte S.F./Fremont Platform Elevator.  Thank you. ",Fri Nov 18 2016 06:47 AM PST,08:00:00 AM PST,57,DELAY,Clear
11/19/2016,BART is recovering from an earlier problem. There is a 10-minute delay at Daly City in the Dublin / Pleasanton and Fremont directions due to earlier power issues in Daly City Yard.. ,There are two elevators out of service at this time:  Pittsburg/Bay Point Platform Elevator and  Montgomery Street Elevator.  Thank you. ,Sat Nov 19 2016 06:49 AM PST,08:00:00 AM PST,23,DELAY,Haze
11/30/2016,"BART is recovering from an earlier problem. There is a 10-minute delay at San Francisco stations in the SFO, Millbrae, Daly City and East Bay directions due to earlier at Daly City police activity. ","There are three elevators out of service at this time:  16th St. Mission Street Elevator,   Daly City SF Airport/Millbrae Platform Elevator and  16th St. Mission Platform Elevator.  Thank you. ",Wed Nov 30 2016 07:54 AM PST,08:01:00 AM PST,60,DELAY,Mist
12/05/2016,"There is a 10-minute delay between Rockridge and Orinda on the Pittsburg/Bay Point Line in the Pittsburg / Bay Point, SFO and Daly City directions due to debris on the track. ","There are three elevators out of service at this time:  Fruitvale S.F./Richmond Platform Elevator,   16th St. Mission Platform Elevator and  El Cerrito del Norte S.F./Fremont Platform Elevator.  Thank you. ",Mon Dec 05 2016 07:26 AM PST,08:00:00 AM PST,61,DELAY,Fog
12/05/2016,There is a 10-minute delay on the Daly City Line in the East Bay direction due to police activity. ,There are two elevators out of service at this time:  Fruitvale S.F./Richmond Platform Elevator and  16th St. Mission Platform Elevator.  Thank you. ,Mon Dec 05 2016 04:54 PM PST,17:30:00 PM PST,61,DELAY,Mist
12/08/2016,Bart is recovering from 10-minute delays system wide due to earlier seismic activity. ,"There are six elevators out of service at this time:  San Leandro Fremont/Dublin Platform Elevator,   Coliseum Platform Elevator,   Hayward S.F./Richmond Platform Elevator,   West Oakland East Bay Platform Elevator,   Union City Fremont Platform Elevator and  Pleasant Hill Bay Point Platform Elevator.  Thank you. ",Thu Dec 08 2016 07:39 AM PST,08:00:00 AM PST,61,DELAY,Rain
12/09/2016,There is a 10-minute delay on the Pittsburg/Bay Point Line in the Pittsburg / Bay Point and San Francisco directions due to an equipment problem on the track and wet weather conditions. ,"There are four elevators out of service at this time:  San Leandro Fremont/Dublin Platform Elevator,   W. Dublin/Pleasanton Station Elevator,   Hayward S.F./Richmond Platform Elevator and  Glen Park Station Elevator.  Thank you. ",Fri Dec 09 2016 07:56 AM PST,08:00:00 AM PST,59,DELAY,Mist
12/10/2016,"There is a 20-minute delay on the Pittsburg/Bay Point Line in the Pittsburg / Bay Point, SFO and Millbrae directions due to track maintenance and wet weather conditions. ","There are six elevators out of service at this time:  West Oakland East Bay Platform Elevator,   Powell Street Elevator,   Concord Station Elevator,   19th St. Oakland Street Elevator and  Daly City Both Tunnel Elevators.  Thank you. ",Sat Dec 10 2016 07:25 AM PST,08:00:00 AM PST,28,DELAY,Mist
12/10/2016,BART is recovering from an earlier problem. There is a 10-minute delay system wide due to earlier power issues. ,There are two elevators out of service at this time:  Daly City Both Tunnel Elevators.  Thank you. ,Sat Dec 10 2016 05:09 PM PST,17:29:00 PM PST,37,DELAY,Rain
12/16/2016,BART is recovering from an earlier problem. There is a 10-minute delay at San Francisco stations in the Fremont direction due to an earlier equipment problem on the track. ,"There are four elevators out of service at this time:  Lafayette Station Elevator,   Fremont Station Elevator,   Pittsburg/Bay Point Platform Elevator and  Hayward Fremont Platform Elevator.  Thank you. ",Fri Dec 16 2016 07:52 AM PST,08:00:00 AM PST,58,DELAY,Clear
12/22/2016,BART is recovering from an earlier problem. There is a 20-minute delay on the Pittsburg/Bay Point Line in the Pittsburg / Bay Point direction due to an equipment problem on a train. ,"There are three elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   Powell Platform Elevator and  Ashby Street Elevator.  Thank you. ",Thu Dec 22 2016 05:28 PM PST,17:29:00 PM PST,57,DELAY,Mist
12/23/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There is one elevator out of service at this time:  Pittsburg/Bay Point Street Elevator.  Thank you. ,Fri Dec 23 2016 04:27 AM PST,07:59:00 AM PST,56,DELAY,Mist
12/23/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Fri Dec 23 2016 04:27 AM PST,17:29:00 PM PST,55,DELAY,Mist
12/24/2016,"There is a 10-minute delay between Pittsburg/Bay Point and North Concord/Martinez in the Pittsburg / Bay Point, SFO and Millbrae directions due to an equipment problem on the track. ",There are no elevators out of service at this time.  Thank you. ,Sat Dec 24 2016 06:20 AM PST,08:00:00 AM PST,24,DELAY,Mist
12/25/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Sun Dec 25 2016 03:44 PM PST,17:29:00 PM PST,26,DELAY,Clouds
12/26/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Mon Dec 26 2016 03:44 AM PST,08:00:00 AM PST,57,DELAY,Clouds
12/26/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There is one elevator out of service at this time:  North Berkeley Station Elevator.  Thank you. ,Mon Dec 26 2016 03:44 AM PST,17:30:00 PM PST,55,DELAY,Clouds
12/27/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Tue Dec 27 2016 04:27 AM PST,08:01:00 AM PST,55,DELAY,Clouds
12/27/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There is one elevator out of service at this time:  Powell Platform Elevator.  Thank you. ,Tue Dec 27 2016 04:27 AM PST,17:31:00 PM PST,55,DELAY,Clouds
12/28/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Wed Dec 28 2016 04:03 AM PST,08:01:00 AM PST,56,DELAY,Rain
12/28/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are three elevators out of service at this time:  Daly City Both Tunnel Elevators and  Embarcadero Platform Elevator.  Thank you. ,Wed Dec 28 2016 04:03 AM PST,17:31:00 PM PST,55,DELAY,Thunderstorm
12/29/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There is one elevator out of service at this time:  Embarcadero Platform Elevator.  Thank you. ,Thu Dec 29 2016 04:13 AM PST,08:01:00 AM PST,55,DELAY,Rain
12/29/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Thu Dec 29 2016 04:13 AM PST,17:32:00 PM PST,56,DELAY,Clouds
12/30/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Fri Dec 30 2016 04:20 AM PST,08:01:00 AM PST,56,DELAY,Fog
12/30/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Fri Dec 30 2016 04:20 AM PST,17:31:00 PM PST,54,DELAY,Mist
12/31/2016,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There are no elevators out of service at this time.  Thank you. ,Fri Dec 30 2016 04:20 AM PST,08:00:00 AM PST,24,DELAY,Rain
01/02/2017,"BART is recovering from an earlier problem. There is a 10-minute delay at Daly City in the SFO, Millbrae and East Bay directions due to an equipment problem on the track. ",There is one elevator out of service at this time:  12th St. Oakland Platform Elevator.  Thank you. ,Mon Jan 02 2017 07:56 AM PST,07:59:00 AM PST,57,DELAY,Rain
01/02/2017,"During this Holiday Season, BART will be running limited commute trains now through January 2nd, 2017.  Please check our website at www.Bart.gov for more specific information. ",There is one elevator out of service at this time:  Colma S.F./East Bay Platform Elevator.  Thank you. ,Mon Jan 02 2017 06:40 AM PST,17:29:00 PM PST,55,DELAY,Rain
01/04/2017,"There is a 20-minute delay on the San Francisco line in the Daly City, SFO, Millbrae and East Bay directions due to an equipment problem on the track near Daly City. ",There is one elevator out of service at this time:   Oakland Int'l Airport Elevator.  Thank you. ,Wed Jan 04 2017 06:20 AM PST,07:59:00 AM PST,62,DELAY,Rain
01/06/2017,There is a major delay system wide in all directions due to a disabled train at West Oakland. ,There is one elevator out of service at this time:  El Cerrito del Norte Richmond Platform Elevator.  Thank you. ,Fri Jan 06 2017 07:42 AM PST,07:59:00 AM PST,57,DELAY,Snow
01/07/2017,There is a 10-minute delay at Lafayette in the SFO and Millbrae directions due to an equipment problem on the track. ,There is one elevator out of service at this time:  Castro Valley Station Elevator.  Thank you. ,Sat Jan 07 2017 03:33 PM PST,17:29:00 PM PST,39,DELAY,Mist
01/08/2017,There is a 10-minute delay at Daly City in the East Bay direction due to an equipment problem on the track. ,"There are three elevators out of service at this time:  South San Francisco Platform Elevator,   El Cerrito del Norte Richmond Platform Elevator and  Ashby Street Elevator.  Thank you. ",Sun Jan 08 2017 07:59 AM PST,08:00:00 AM PST,11,DELAY,Rain
01/08/2017,There is a 10-minute delay system wide due to wet rails and weather related conditions. ,There are two elevators out of service at this time:  North Berkeley Station Elevator and  San Francisco Airport Platform #1 to Airtrain Elevator.  Thank you. ,Sun Jan 08 2017 09:02 AM PST,17:29:00 PM PST,25,DELAY,Rain
01/10/2017,There is a 10-minute delay system wide due to wet weather conditions. ,"There are five elevators out of service at this time:  Lafayette Station Elevator,   Pittsburg/Bay Point Street Elevator,   Powell Street Elevator,   San Francisco Airport Platform #1 to Airtrain Elevator and  Pleasant Hill Bay Point Platform Elevator.  Thank you. ",Tue Jan 10 2017 07:54 AM PST,07:59:00 AM PST,60,DELAY,Rain
01/10/2017,"BART is recovering from an earlier problem. There is a 20-minute delay in the SFO, Millbrae and East Bay directions due to an equipment problem on the track. ","There are six elevators out of service at this time:  Lafayette Station Elevator,   South Hayward S.F./Richmond Platform Elevator,   19th St. Oakland Street Elevator,   South Hayward Fremont Platform Elevator,   San Francisco Airport Platform #1 to Airtrain Elevator and  Pleasant Hill Bay Point Platform Elevator.  Thank you. ",Tue Jan 10 2017 05:11 PM PST,17:29:00 PM PST,60,DELAY,Rain
01/11/2017,There is a 10-minute delay on the Pittsburg/Bay Point Line in the Pittsburg / Bay Point direction. ,"There are three elevators out of service at this time:  Lafayette Station Elevator,   San Francisco Airport Platform #1 to Airtrain Elevator and  Pleasant Hill Bay Point Platform Elevator.  Thank you. ",Wed Jan 11 2017 05:29 PM PST,17:30:00 PM PST,60,DELAY,Haze
01/12/2017,There is a 10-minute delay on the Pittsburg/Bay Point Line in the Daly City direction due to an equipment problem on a train. ,"There are four elevators out of service at this time:  Lafayette Station Elevator,   El Cerrito del Norte Richmond Platform Elevator,   San Francisco Airport Platform #1 to Airtrain Elevator and  Pleasant Hill Bay Point Platform Elevator.  Thank you. ",Thu Jan 12 2017 07:55 AM PST,08:00:00 AM PST,58,DELAY,Mist
01/13/2017,BART is recovering from an earlier problem. There is a 10-minute delay system wide due to an earlier disabled maintenance vehicle in the Downtown Oakland area. ,"There are three elevators out of service at this time:  Lafayette Station Elevator,   San Francisco Airport Platform #1 to Airtrain Elevator and  Pleasant Hill Bay Point Platform Elevator.  Thank you. ",Fri Jan 13 2017 07:44 AM PST,07:59:00 AM PST,58,DELAY,Fog
01/14/2017,Trains are not stopping at Ashby due to a major medical emergency. ,There is one elevator out of service at this time:  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ,Sat Jan 14 2017 04:52 PM PST,17:30:00 PM PST,34,DELAY,Clouds
01/17/2017,There is a 10-minute delay system wide due to an earlier equipment problem on the track at Embarcadero. ,There are two elevators out of service at this time:  Powell Platform Elevator and  MacArthur Richmond/Bay Point Platform Elevator.  Thank you. ,Tue Jan 17 2017 06:48 AM PST,07:59:00 AM PST,59,DELAY,Haze
01/18/2017,"BART is recovering from an earlier problem. There is a 10-minute delay at San Francisco stations in the SFO, Millbrae and Daly City directions due to an earlier medical emergency. ",There is one elevator out of service at this time:  MacArthur Richmond/Bay Point Platform Elevator.  Thank you. ,Wed Jan 18 2017 07:47 AM PST,07:59:00 AM PST,61,DELAY,Mist
01/19/2017,There is a 10-minute delay on the Daly City Line in the East Bay direction due to an equipment problem on a train. ,"There are four elevators out of service at this time:  El Cerrito del Norte Richmond Platform Elevator,   MacArthur Richmond/Bay Point Platform Elevator,   San Leandro Fremont/Dublin Platform Elevator and  Embarcadero Platform Elevator.  Thank you. ",Thu Jan 19 2017 04:38 PM PST,17:29:00 PM PST,60,DELAY,Rain
01/21/2017,There is a 20-minute delay system wide due to various events in downtown San Francisco and Oakland. ,There is one elevator out of service at this time:  Powell Platform Elevator.  Thank you. ,Sat Jan 21 2017 03:49 PM PST,17:29:00 PM PST,47,DELAY,Clouds
01/23/2017,BART is recovering from an earlier problem. There is a 10-minute delay on the San Francisco Line in the Pittsburg / Bay Point and Richmond directions due to an earlier equipment problem on a train. ,"There are three elevators out of service at this time:  South Hayward Fremont Platform Elevator,   South Hayward S.F./Richmond Platform Elevator and  Montgomery Platform Elevator.  Thank you. ",Mon Jan 23 2017 07:40 AM PST,07:59:00 AM PST,61,DELAY,Rain
01/24/2017,BART is recovering from an earlier problem. There is a 10-minute delay on the Pittsburg/Bay Point Line in the Pittsburg / Bay Point and SFO directions due to an equipment problem on the track. ,"There are three elevators out of service at this time:  Montgomery Platform Elevator,   Richmond Street Elevator and  Richmond Platform Elevator.  Thank you. ",Tue Jan 24 2017 07:07 AM PST,08:00:00 AM PST,62,DELAY,Rain
01/25/2017,BART is recovering from an earlier problem. There is a major delay system wide due to an earlier equipment problem on a train in the Transbay Tube. ,"There are three elevators out of service at this time:  Richmond AMTRAK Elevator,   Richmond Street Elevator and  Richmond Platform Elevator.  Thank you. ",Wed Jan 25 2017 07:49 AM PST,07:59:00 AM PST,60,DELAY,Fog
01/26/2017,"BART is recovering from an earlier problem. There is a 10-minute delay between South Hayward and Fremont in the Fremont, Richmond and Daly City directions due to an earlier equipment problem on a train. ","There are three elevators out of service at this time:  Richmond AMTRAK Elevator,   Richmond Street Elevator and  Richmond Platform Elevator.  Thank you. ",Thu Jan 26 2017 07:59 AM PST,08:00:00 AM PST,60,DELAY,Clouds
01/31/2017,"There is a 10-minute delay at San Francisco stations in the SFO, Millbrae and Daly City directions due to an equipment problem on a train. ","There are three elevators out of service at this time:  19th St. Oakland Street Elevator,   Pleasant Hill SF/Millbrae Platform Elevator and  Orinda Station Elevator.  Thank you. ",Tue Jan 31 2017 07:56 AM PST,08:00:00 AM PST,60,DELAY,Mist
02/01/2017,BART is recovering from an earlier problem. There is a 10-minute delay in Downtown Oakland in all directions due to earlier police activity. ,There are two elevators out of service at this time:  Pleasant Hill SF/Millbrae Platform Elevator and  Orinda Station Elevator.  Thank you. ,Wed Feb 01 2017 07:29 AM PST,08:00:00 AM PST,59,DELAY,Mist
02/03/2017,"There is a 10-minute delay in Downtown Oakland in the Fremont, SFO, Millbrae and Daly City directions due to police activity. ","There are three elevators out of service at this time:  Embarcadero Platform Elevator,   Pleasant Hill SF/Millbrae Platform Elevator and  Orinda Station Elevator.  Thank you. ",Fri Feb 03 2017 07:58 AM PST,08:00:00 AM PST,60,DELAY,Mist
02/05/2017,"BART is recovering from an earlier problem. There is a major delay at San Francisco stations in the SFO, Millbrae and East Bay directions due to earlier police activity. ",There are no elevators out of service at this time.  Thank you. ,Sun Feb 05 2017 05:05 PM PST,17:30:00 PM PST,27,DELAY,Rain
02/06/2017,There is a 10-minute delay system wide due to wet weather conditions. ,There are no elevators out of service at this time.  Thank you. ,Mon Feb 06 2017 07:56 AM PST,08:00:00 AM PST,59,DELAY,Rain
02/06/2017,"There is a major delay at Hayward on the Fremont Line in the Fremont, Richmond and Daly City directions due to police activity.  Parallel service is available via AC Transit.   Bus #10 between Hayward and Bayfair. Bus#99 from Hayward to South Hayward and beyond.   ",There are no elevators out of service at this time.  Thank you. ,Mon Feb 06 2017 05:16 PM PST,17:30:00 PM PST,57,DELAY,Rain
02/07/2017,"There is a 20-minute delay between Millbrae and Colma in the SFO, Millbrae and East Bay directions due to an equipment problem on the track. ",There are two elevators out of service at this time:  Montgomery Platform Elevator and  Pleasant Hill SF/Millbrae Platform Elevator.  Thank you. ,Tue Feb 07 2017 07:55 AM PST,08:00:00 AM PST,58,DELAY,Rain
02/08/2017,There is a 10-minute delay in the SFO and Millbrae directions due to an equipment problem on a train. ,There are two elevators out of service at this time:  Montgomery Platform Elevator and  Montgomery Street Elevator.  Thank you. ,Wed Feb 08 2017 04:47 PM PST,17:30:00 PM PST,58,DELAY,Rain
02/09/2017,"BART is recovering from an earlier problem. There is a 10-minute delay at 16th St. Mission in the SFO, Millbrae and Daly City directions due to an equipment problem on a train. ",There are two elevators out of service at this time:  Montgomery Platform Elevator and  Montgomery Street Elevator.  Thank you. ,Thu Feb 09 2017 07:48 AM PST,08:00:00 AM PST,58,DELAY,Rain
02/18/2017,There is a 10-minute delay at 24th St. Mission in the East Bay direction due to police activity. ,There are two elevators out of service at this time:  Pittsburg/Bay Point Street Elevator and  Powell Platform Elevator.  Thank you. ,Sat Feb 18 2017 05:13 PM PST,17:30:00 PM PST,36,DELAY,Clear
02/21/2017,"BART is recovering from an earlier problem. There is a 10-minute delay at Glen Park on the Daly City Line in the SFO, Millbrae and Daly City directions due to an equipment problem on a train. ","There are five elevators out of service at this time:  Pittsburg/Bay Point Street Elevator,   Powell Street Elevator,   Lake Merritt Street Elevator,   Powell Platform Elevator and  12th St. Oakland Platform Elevator.  Thank you. ",Tue Feb 21 2017 05:15 PM PST,17:30:00 PM PST,60,DELAY,Rain
02/22/2017,"There is a 10-minute delay at West Oakland in the SFO, Millbrae and Daly City directions due to an equipment problem on the track. ","There are three elevators out of service at this time:  MacArthur S.F./Fremont Platform Elevator,   Lake Merritt Street Elevator and  Powell Platform Elevator.  Thank you. ",Wed Feb 22 2017 05:34 AM PST,08:00:00 AM PST,59,DELAY,Fog
02/23/2017,"BART is recovering from an earlier problem. There is a 10-minute delay at San Francisco stations in the SFO, Millbrae, Daly City and East Bay directions due to earlier police activity at Montgomery. ","There are four elevators out of service at this time:  MacArthur S.F./Fremont Platform Elevator,    Oakland Int'l Airport Elevator,   Lake Merritt Street Elevator and  19th St. Oakland Platform Elevator.  Thank you. ",Thu Feb 23 2017 07:45 AM PST,08:00:00 AM PST,59,DELAY,Clouds
